"Severity","Start_Time","End_Time","Start_Lat","Start_Lng","End_Lat","End_Lng","Distance.mi.","Description","Street","Side","City","County","State","Zipcode","Country","Timezone","Airport_Code","Weather_Timestamp","Temperature.F.","Wind_Chill.F.","Humidity...","Pressure.in.","Visibility.mi.","Wind_Direction","Wind_Speed.mph.","Weather_Condition","Amenity","Bump","Crossing","Give_Way","Junction","No_Exit","Railway","Roundabout","Station","Stop","Traffic_Calming","Traffic_Signal","Turning_Loop","Sunrise_Sunset","Civil_Twilight","Nautical_Twilight","Astronomical_Twilight","duration","time","hour","month","year","isRushHour","DescriptionLen","road_closed","slow","caution","interstate","wy","isHighRiskState","isWeekend","isLargeCity","isCovidYears"
"SEVERE","2020-05-23T12:04:05Z","2020-05-23T13:04:05Z",30.02401,-89.93956,30.02401,-89.93956,0,"at us-90/chef menteur hwy/exit 2 - accident.","Paris Rd S","R","New Orleans","Orleans","LA","70129","US","US/Central","KNEW","2020-05-23T11:53:00Z",89,89,57,30.01,10,"SSE",13,"Fair",FALSE,0,FALSE,0,TRUE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,"Day","Day","Day","Day",3600,2020-05-23 12:04:05,12,5,2020,FALSE,44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,TRUE
"SEVERE","2017-05-24T14:44:57Z","2017-05-24T20:44:57Z",34.15315,-118.28681,34.15296,-118.27899,0.447,"at i-5/golden state fwy - accident.","CA-134 E","R","Los Angeles","Los Angeles","CA","90027","US","US/Pacific","KCQT","2017-05-24T14:47:00Z",75,63,51,29.82,10,"Variable",4.6,"Clear",FALSE,0,FALSE,0,TRUE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,"Day","Day","Day","Day",21600,2017-05-24 14:44:57,14,5,2017,FALSE,35,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE
"SEVERE","2017-04-20T16:47:44Z","2017-04-20T22:47:44Z",29.67781,-95.42791,29.67948,-95.44465,1.011,"at stella link rd/exit 3 - accident.","I-610 W","R","Houston","Harris","TX","77025","US","US/Central","KMCJ","2017-04-20T16:55:00Z",84.2,63,51,29.93,10,"South",8.1,"Clear",FALSE,0,FALSE,1,TRUE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,"Day","Day","Day","Day",21600,2017-04-20 16:47:44,16,4,2017,FALSE,36,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE,FALSE
"SEVERE","2020-05-11T19:13:48Z","2020-05-11T19:28:48Z",42.34768,-71.07836,42.34768,-71.07836,0,"ramp to rt-9 - accident.","Stuart St","R","Boston","Suffolk","MA","2116","US","US/Eastern","KBOS","2020-05-11T19:06:00Z",48,44,83,29.72,3,"W",8,"Heavy Rain",FALSE,0,TRUE,0,FALSE,0,FALSE,0,FALSE,FALSE,0,TRUE,0,"Day","Day","Day","Day",900,2020-05-11 19:13:48,19,5,2020,FALSE,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE
"SEVERE","2020-11-12T01:40:00Z","2020-11-12T12:52:58Z",40.400651,-75.494527,40.403026,-75.491755,0.22,"crash on pa 663 northbound between ott rd and quakertown rd. all lanes closed.","Otts Rd","R","Pennsburg","Montgomery","PA","18073-1118","US","US/Eastern","KUKT","2020-11-12T01:35:00Z",64,64,100,29.36,0.5,"CALM",0,"Fog",FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,"Night","Night","Night","Night",40320,2020-11-12 01:40:00,1,11,2020,FALSE,78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE
"SEVERE","2020-10-20T13:30:00Z","2020-10-20T16:05:30Z",36.547629,-78.899961,36.543627,-78.901058,0.283,"on us-501 in the county of halifax in the vicinity of woody loop; rt. 866n/s (halifax county) motorists can expect delays due to a vehicle crash. all south lanes are closed.","Huell Matthews Hwy","L","Alton","Halifax","VA","24520-3110","US","US/Eastern","KDAN","2020-10-20T13:53:00Z",74,74,55,29.6,6,"WSW",7,"Haze",FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,"Day","Day","Day","Day",9300,2020-10-20 13:30:00,13,10,2020,FALSE,173,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE
"SEVERE","2018-10-14T11:30:59Z","2018-10-14T12:00:24Z",34.14652,-118.7846,34.1471,-118.77692,0.441,"at reyes adobe rd/exit 38 - accident. three lanes blocked.","US-101 S","R","Agoura Hills","Los Angeles","CA","91301","US","US/Pacific","KVNY","2018-10-14T11:51:00Z",72,63,51,29.94,10,"SSE",4.6,"Scattered Clouds",FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,"Day","Day","Day","Day",1800,2018-10-14 11:30:59,11,10,2018,FALSE,58,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE
"SEVERE","2018-12-13T11:36:48Z","2018-12-13T16:35:08Z",33.00589,-111.75548,32.99776,-111.74896,0.677,"at az-387/exit 185 - jackknifed trailer.","Pearl Harbor Memorial Highway","R","Maricopa","Pinal","AZ","85138","US","US/Mountain","KCGZ","2018-12-13T11:56:00Z",59,63,20,30.31,10,"NNE",6.9,"Clear",FALSE,0,FALSE,0,TRUE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,"Day","Day","Day","Day",17940,2018-12-13 11:36:48,11,12,2018,FALSE,40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
"SEVERE","2020-06-03T15:09:11Z","2020-06-03T15:54:11Z",41.9351,-88.06409,41.9351,-88.06409,0,"at cr-11/army trail rd - accident.","Glen Ellyn Rd","L","Bloomingdale","DuPage","IL","60108-2176","US","US/Central","KDPA","2020-06-03T14:52:00Z",80,80,60,29,10,"CALM",0,"Fair",FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,0,TRUE,0,"Day","Day","Day","Day",2700,2020-06-03 15:09:11,15,6,2020,FALSE,34,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE
"SEVERE","2021-02-22T08:59:00Z","2021-02-22T15:19:00Z",40.736887,-78.194913,40.719643,-78.185675,1.286,"multi vehicle crash on pa 350 both directions between sr 4041 sh and (end of pa - 350). all lanes closed.","Bald Eagle Sportsman Rd","R","Tyrone","Blair","PA","16686","US","US/Eastern","KUNV","2021-02-22T08:53:00Z",27,19,93,28.57,0.5,"SSW",7,"Snow",FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,"Day","Day","Day","Day",22800,2021-02-22 08:59:00,8,2,2021,TRUE,105,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE
"SEVERE","2017-07-28T09:39:26Z","2017-07-28T15:39:26Z",32.367661,-86.317183,32.36734,-86.32131,0.242,"at i-65 - accident.","I-85 N","R","Montgomery","Montgomery","AL","36108","US","US/Central","KMXF","2017-07-28T09:58:00Z",86.2,63,68,29.96,10,"NW",3.5,"Clear",FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,"Day","Day","Day","Day",21600,2017-07-28 09:39:26,9,7,2017,FALSE,19,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE
"SEVERE","2018-09-05T05:40:53Z","2018-09-05T06:10:43Z",42.36544,-83.1334,42.36943,-83.14322,0.572,"at livernois ave/exit 188 - accident. right lane blocked. blocked ahead. hard shoulder blocked.","I-96 W","R","Detroit","Wayne","MI","48204","US","US/Eastern","KDET","2018-09-05T05:53:00Z",75.9,63,85,30.13,10,"South",4.6,"Clear",FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,"Night","Night","Night","Day",1800,2018-09-05 05:40:53,5,9,2018,FALSE,95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
"SEVERE","2017-01-19T04:14:46Z","2017-01-19T10:14:46Z",28.27624,-81.5984,28.28905,-81.58637,1.149,"at sr-429-toll/exit 60 - accident.","I-4 E","R","Kissimmee","Osceola","FL","34747","US","US/Eastern","KISM","2017-01-19T03:56:00Z",59,63,96,30.09,10,"Calm",7,"Clear",FALSE,0,FALSE,0,TRUE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,"Night","Night","Night","Night",21600,2017-01-19 04:14:46,4,1,2017,FALSE,34,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE,FALSE
"SEVERE","2018-12-28T19:15:03Z","2018-12-28T19:44:53Z",43.09994,-72.77972,43.09934,-72.788738,0.457,"closed at oak ln - road closed due to accident.","Factory St","R","Jamaica","Windham","VT","5343","US","US/Eastern","KVSF","2018-12-28T18:54:00Z",32,28.7,100,29.83,1.2,"East",3.5,"Overcast",FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,"Night","Night","Night","Night",1740,2018-12-28 19:15:03,19,12,2018,FALSE,47,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
"SEVERE","2020-05-13T08:37:15Z","2020-05-13T08:52:15Z",41.87266,-87.79436,41.87266,-87.79436,0,"at il-43/harlem ave/exit 21b - accident. left lane blocked.","Chicago-Kansas City Expressway W","R","Oak Park","Cook","IL","60304","US","US/Central","KMDW","2020-05-13T08:53:00Z",54,54,33,29.61,10,"ESE",15,"Fair",FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,"Day","Day","Day","Day",900,2020-05-13 08:37:15,8,5,2020,TRUE,59,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE
"SEVERE","2020-05-17T03:43:32Z","2020-05-17T04:11:22Z",41.87448,-87.64504,41.87672,-87.64548,0.156,"at i-290/eisenhower exy/exit 51h/51i - accident.","I-94 W","R","Chicago","Cook","IL","60607","US","US/Central","KMDW","2020-05-17T03:53:00Z",57,57,96,29.26,4,"E",8,"Light Rain",FALSE,0,TRUE,0,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,"Night","Night","Night","Day",1680,2020-05-17 03:43:32,3,5,2020,FALSE,48,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,FALSE,TRUE
"SEVERE","2018-07-05T11:07:42Z","2018-07-05T17:07:42Z",38.37411,-85.75698,38.3664,-85.75523,0.541,"at in-60/exit 7 - accident.","I-65 S","R","Sellersburg","Clark","IN","47172","US","US/Eastern","KLOU","2018-07-05T10:53:00Z",91.9,63,66,30.26,10,"Calm",7,"Clear",FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,"Day","Day","Day","Day",21600,2018-07-05 11:07:42,11,7,2018,FALSE,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
"SEVERE","2020-03-29T14:47:18Z","2020-03-29T15:02:18Z",36.09513,-95.92244,36.09513,-95.92244,0,"at yale ave/exit 229 - serious accident.","S Yale Ave","R","Tulsa","Tulsa","OK","74135","US","US/Central","KRVS","2020-03-29T14:53:00Z",71,71,26,29.46,10,"SW",9,"Fair",FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,0,TRUE,0,"Day","Day","Day","Day",900,2020-03-29 14:47:18,14,3,2020,FALSE,40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,TRUE
"SEVERE","2018-05-17T17:05:26Z","2018-05-17T23:05:26Z",32.76984,-117.112207,32.77872,-117.11228,0.614,"at i-8/camino del rio - accident.","Escondido Fwy N","R","San Diego","San Diego","CA","92116","US","US/Pacific","KMYF","2018-05-17T16:53:00Z",61,63,67,29.99,10,"SW",11.5,"Overcast",FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,"Day","Day","Day","Day",21600,2018-05-17 17:05:26,17,5,2018,TRUE,33,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE
"SEVERE","2021-11-20T00:56:00Z","2021-11-20T03:10:11Z",40.015253,-75.169902,40.020383,-75.162797,0.517,"crash on berkley st / roberts av northbound between wissahickon av and pulaski av. all lanes closed.","Roberts Ave","L","Philadelphia","Philadelphia","PA","19129","US","US/Eastern","KLOM","2021-11-20T00:55:00Z",28,28,91,30.17,10,"CALM",0,"Fair",FALSE,0,TRUE,0,FALSE,0,FALSE,0,FALSE,FALSE,0,TRUE,0,"Night","Night","Night","Night",8040,2021-11-20 00:56:00,0,11,2021,FALSE,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,TRUE
"SEVERE","2018-02-03T00:58:03Z","2018-02-03T06:58:03Z",41.810502,-87.631439,41.80911,-87.63209,0.102,"at 47th st/exit 56b - accident.","I-90 E","R","Chicago","Cook","IL","60609","US","US/Central","KMDW","2018-02-03T00:53:00Z",21.9,10.4,53,30.33,10,"SW",11.5,"Overcast",FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,"Night","Night","Night","Night",21600,2018-02-03 00:58:03,0,2,2018,FALSE,31,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE
"SEVERE","2020-03-23T15:57:34Z","2020-03-23T16:12:34Z",38.90081,-77.0706,38.90081,-77.0706,0,"at whitehurst fwy - accident. right lane blocked.","George Washington Memorial Pkwy N","R","Arlington","Arlington","VA","22201","US","US/Eastern","KDCA","2020-03-23T15:52:00Z",46,41,86,30.07,10,"NW",10,"Cloudy",FALSE,0,FALSE,0,TRUE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,"Day","Day","Day","Day",900,2020-03-23 15:57:34,15,3,2020,FALSE,49,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,TRUE
"SEVERE","2018-11-08T00:50:12Z","2018-11-08T01:20:01Z",33.49884,-82.80596,33.53014,-82.91605,6.7,"closed between us-278/exit 154 and ga-22/exit 148 - road closed due to accident.","GA-402 W","R","Norwood","Warren","GA","30821","US","US/Eastern","KHQU","2018-11-08T00:55:00Z",61.7,63,97,30.1,7,"NNE",4.6,"Overcast",FALSE,0,FALSE,0,TRUE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,"Night","Night","Night","Night",1800,2018-11-08 00:50:12,0,11,2018,FALSE,80,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
"SEVERE","2020-06-05T16:32:55Z","2020-06-05T17:02:55Z",38.65415,-90.56105,38.65415,-90.56105,0,"at chesterfield pky/exit 19 - accident.","I-64 W","R","Chesterfield","St. Louis County","MO","63017","US","US/Central","KSUS","2020-06-05T16:54:00Z",86,86,61,29.39,10,"W",7,"Fair",FALSE,0,FALSE,0,TRUE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,"Day","Day","Day","Day",1800,2020-06-05 16:32:55,16,6,2020,FALSE,39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE
"SEVERE","2021-06-28T09:32:32Z","2021-06-28T11:55:49Z",36.574036,-82.352882,36.575337,-82.353861,0.105,"incident on tn-394 wb near c473 reedy creek ln lt road closed. take alternate route.","Highway 394","R","Blountville","Sullivan","TN","37617-3507","US","US/Eastern","KTRI","2021-06-28T09:53:00Z",79,79,72,28.67,10,"SE",3,"Fair",FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,"Day","Day","Day","Day",8580,2021-06-28 09:32:32,9,6,2021,FALSE,84,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE
"SEVERE","2021-11-25T08:09:11Z","2021-11-25T09:28:06Z",39.271391,-104.897235,39.265171,-104.895345,0.441,"between exit 181: plum creek parkway and exit 174: tomah road (near larkspur) at mile point 174. road closed expect delays due to a crash.","I-25 S","R","Castle Rock","Douglas","CO","80104","US","US/Mountain","KMNH","2021-11-25T08:15:00Z",25,14,50,23.41,10,"SSW",12,"Fair",FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,"Day","Day","Day","Day",4740,2021-11-25 08:09:11,8,11,2021,TRUE,138,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE
"SEVERE","2019-11-04T07:09:05Z","2019-11-04T07:36:43Z",25.93206,-80.20382,25.92233,-80.21127,0.816,"closed between us-441/florida's tpke/exit 12 and sr-826/exit 12 - road closed due to accident.","I-95 S","R","Miami","Miami-Dade","FL","33169","US","US/Eastern","KHWO","2019-11-04T06:53:00Z",76,76,91,30.04,10,"N",3,"Mostly Cloudy",FALSE,0,FALSE,0,TRUE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,"Day","Day","Day","Day",1620,2019-11-04 07:09:05,7,11,2019,TRUE,94,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE
"SEVERE","2021-08-27T14:34:00Z","2021-08-27T17:09:42Z",30.72568,-86.574743,30.70741,-86.727573,9.165,"incident on i-10 wb near mm 46 road closed. take alternate route.","FL-8 W","R","Crestview","Okaloosa","FL","32536","US","US/Central","KCEW","2021-08-27T14:53:00Z",91,91,59,29.82,10,"VAR",5,"Fair",FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,"Day","Day","Day","Day",9300,2021-08-27 14:34:00,14,8,2021,FALSE,65,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,TRUE
"SEVERE","2018-08-14T22:06:22Z","2018-08-14T22:35:41Z",43.411381,-83.968921,43.411132,-83.968285,0.036,"closed at m-46/stephens st/williams st - road closed due to accident.","Stephens St","L","Saginaw","Saginaw","MI","48602","US","US/Eastern","KHYX","2018-08-14T22:15:00Z",77,63,61,29.94,10,"West",9.2,"Scattered Clouds",FALSE,0,TRUE,0,FALSE,0,TRUE,0,FALSE,FALSE,0,FALSE,0,"Night","Night","Night","Day",1740,2018-08-14 22:06:22,22,8,2018,FALSE,69,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
"SEVERE","2021-12-30T08:24:00Z","2021-12-30T10:25:58Z",39.201151,-76.695355,39.200925,-76.695199,0.018,"md 295 north at i-195","Metropolitan Blvd","R","Linthicum Heights","Anne Arundel","MD","21090","US","US/Eastern","KBWI","2021-12-30T08:29:00Z",49,49,93,29.77,2,"CALM",0,"Light Drizzle",FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,"Day","Day","Day","Day",7260,2021-12-30 08:24:00,8,12,2021,TRUE,21,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,TRUE
"SEVERE","2018-09-14T20:36:56Z","2018-09-14T21:06:35Z",41.10552,-73.42583,41.1204,-73.3739,2.892,"between us-7/exit 15 and ct-33/ct-136/exit 17 - accident. left lane blocked. center lane blocked.","I-95 N","R","Norwalk","Fairfield","CT","6854","US","US/Eastern","KHPN","2018-09-14T20:56:00Z",66,63,93,30.22,10,"Calm",7,"Scattered Clouds",FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,"Night","Night","Night","Day",1800,2018-09-14 20:36:56,20,9,2018,FALSE,97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
"SEVERE","2019-11-04T08:26:18Z","2019-11-04T08:54:24Z",41.79733,-71.40356,41.80329,-71.40379,0.412,"at ri-1a/thurbers ave/exit 18 - accident. two lanes blocked.","I-95 N","R","Providence","Providence","RI","2905","US","US/Eastern","KPVD","2019-11-04T08:51:00Z",45,43,53,30.33,10,"W",5,"Fair",FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,"Day","Day","Day","Day",1680,2019-11-04 08:26:18,8,11,2019,TRUE,60,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,TRUE
"SEVERE","2018-12-28T12:08:31Z","2018-12-28T12:37:55Z",43.130902,-77.450305,43.13065,-77.435732,0.735,"closed between willow pond way and penbrooke dr - road closed due to accident.","Penfield Rd","L","Penfield","Monroe","NY","14526-1736","US","US/Eastern","KROC","2018-12-28T11:54:00Z",51.1,63,89,29.78,10,"South",11.5,"Overcast",FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,"Day","Day","Day","Day",1740,2018-12-28 12:08:31,12,12,2018,FALSE,78,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
"SEVERE","2020-11-28T18:02:42Z","2020-11-28T19:40:41Z",34.909503,-81.992679,34.910531,-81.992482,0.072,"incident on pogue st near oak forest rd road closed. take alternate route.","Pogue St","R","Spartanburg","Spartanburg","SC","29301-3416","US","US/Eastern","KSPA","2020-11-28T17:55:00Z",55,55,63,29.21,10,"CALM",0,"Fair",FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,"Night","Night","Day","Day",5880,2020-11-28 18:02:42,18,11,2020,TRUE,74,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,TRUE
"SEVERE","2021-06-07T14:52:00Z","2021-06-07T15:57:00Z",33.847278,-84.48659,33.839588,-84.48731,0.533,"incident on i-285 sb near atlanta rd road closed. take alternate route.","GA-407 S","R","Smyrna","Cobb","GA","30080","US","US/Eastern","KMGE","2021-06-07T14:56:00Z",81,81,72,28.94,10,"SSE",3,"Mostly Cloudy",FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,"Day","Day","Day","Day",3900,2021-06-07 14:52:00,14,6,2021,FALSE,71,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,TRUE
"SEVERE","2018-09-28T21:35:28Z","2018-09-28T22:05:25Z",41.87572,-87.65115,41.87576,-87.65323,0.107,"closed at morgan st/exit 29b - road closed due to accident.","Chicago-Kansas City Expressway W","R","Chicago","Cook","IL","60607","US","US/Central","KMDW","2018-09-28T21:53:00Z",48.9,63,77,30.27,10,"West",6.9,"Mostly Cloudy",FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,"Night","Night","Night","Night",1800,2018-09-28 21:35:28,21,9,2018,FALSE,59,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE,FALSE
"SEVERE","2016-09-06T13:20:49Z","2016-09-06T19:20:49Z",25.869108,-80.208438,25.869476,-80.208454,0.025,"at i-95 local ln access - accident.","I-95 N","R","Miami","Miami-Dade","FL","33150","US","US/Eastern","KOPF","2016-09-06T13:10:00Z",82,63,79,30.12,10,"East",12.7,"Light Thunderstorms and Rain",FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,"Day","Day","Day","Day",21600,2016-09-06 13:20:49,13,9,2016,FALSE,35,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE
"SEVERE","2016-10-20T19:16:47Z","2016-10-21T01:16:47Z",28.228223,-82.360797,28.23977,-82.35211,0.957,"at sr-54/exit 279 - accident.","I-75 N","R","Wesley Chapel","Pasco","FL","33544","US","US/Eastern","KVDF","2016-10-20T19:15:00Z",77,63,65,29.9,10,"Calm",7,"Scattered Clouds",FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,"Night","Day","Day","Day",21600,2016-10-20 19:16:47,19,10,2016,FALSE,29,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE,FALSE
"SEVERE","2019-04-07T17:49:28Z","2019-04-08T21:49:23Z",42.687953,-124.433613,42.681406,-124.41905,0.867,"at highlands dr - accident.","Highway 101","R","Port Orford","Curry","OR","97465-9547","US","US/Pacific","KOTH","2019-04-07T17:56:00Z",57,57,93,30.02,4,"SSW",13,"Rain",FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,"Day","Day","Day","Day",100800,2019-04-07 17:49:28,17,4,2019,TRUE,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,TRUE
"SEVERE","2019-06-11T06:30:01Z","2019-06-11T06:57:53Z",25.86639,-80.20825,25.87329,-80.20865,0.477,"at 103rd st/sr-932/exit 8 - accident.","I-95 N","R","Miami","Miami-Dade","FL","33150","US","US/Eastern","KOPF","2019-06-11T06:53:00Z",77,77,90,30.01,10,"CALM",0,"Fair",FALSE,0,FALSE,0,FALSE,1,FALSE,0,FALSE,FALSE,0,FALSE,0,"Day","Day","Day","Day",1620,2019-06-11 06:30:01,6,6,2019,FALSE,37,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE
"SEVERE","2018-07-11T23:59:37Z","2018-07-12T05:59:37Z",32.92622,-96.81746,32.92614,-96.82929,0.686,"at dallas north tollway/exit 22 - accident.","I-635 W","R","Dallas","Dallas","TX","75240","US","US/Central","KADS","2018-07-11T23:55:00Z",82.4,63,68,30.03,10,"ESE",9.2,"Clear",FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,"Night","Night","Night","Night",21600,2018-07-11 23:59:37,23,7,2018,FALSE,43,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE,FALSE
"SEVERE","2020-06-21T13:12:05Z","2020-06-21T13:27:05Z",38.56455,-121.3364,38.56455,-121.3364,0,"ramp to bradshaw rd - accident. two lanes blocked.","Bradshaw Rd","R","Sacramento","Sacramento","CA","95827","US","US/Pacific","KMHR","2020-06-21T13:50:00Z",91,91,26,29.76,10,"WNW",6,"Fair",FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,"Day","Day","Day","Day",900,2020-06-21 13:12:05,13,6,2020,FALSE,50,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE
"SEVERE","2019-06-12T16:05:33Z","2019-06-12T16:33:46Z",42.471,-95.14105,42.47354,-95.15589,0.776,"closed at us-71/karr ave/exit 71 - road closed due to accident.","US-20 W","R","Early","Sac","IA","50535","US","US/Central","KSLB","2019-06-12T15:55:00Z",68,68,35,28.43,10,"N",20,"Fair",FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,"Day","Day","Day","Day",1680,2019-06-12 16:05:33,16,6,2019,FALSE,63,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE
"SEVERE","2019-04-01T13:12:38Z","2019-04-01T13:41:22Z",45.570642,-89.605544,45.57041,-89.594847,0.518,"closed at memorial forest rd - road closed due to accident.","Highway 8","R","Rhinelander","Oneida","WI","54501-9482","US","US/Central","KRHI","2019-04-01T12:53:00Z",33,27,61,28.32,10,"S",7,"Cloudy",FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,"Day","Day","Day","Day",1740,2019-04-01 13:12:38,13,4,2019,FALSE,59,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE
"SEVERE","2021-01-31T19:00:00Z","2021-01-31T22:00:00Z",37.635242,-77.485988,37.626837,-77.481075,0.64,"closed road from e parham rd (woodman rd) to hilliard rd (hermitage rd) due to accident.","Woodman Rd","R","Henrico","Henrico","VA","23228-3250","US","US/Eastern","KOFP","2021-01-31T18:54:00Z",33,29,89,29.72,2,"VAR",5,"Fog",FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,"Night","Night","Night","Day",10800,2021-01-31 19:00:00,19,1,2021,FALSE,88,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,TRUE
