"Ob","SEVERITY"
3951,"MILD"
3952,"MILD"
3953,"MILD"
3954,"MILD"
3955,"MILD"
3956,"MILD"
3957,"MILD"
3958,"MILD"
3959,"MILD"
3960,"MILD"
3961,"MILD"
3962,"MILD"
3963,"SEVERE"
3964,"MILD"
3965,"MILD"
3966,"MILD"
3967,"MILD"
3968,"MILD"
3969,"MILD"
3970,"MILD"
3971,"MILD"
3972,"MILD"
3973,"MILD"
3974,"SEVERE"
3975,"MILD"
3976,"MILD"
3977,"MILD"
3978,"MILD"
3979,"MILD"
3980,"MILD"
3981,"MILD"
3982,"MILD"
3983,"MILD"
3984,"MILD"
3985,"MILD"
3986,"MILD"
3987,"MILD"
3988,"MILD"
3989,"MILD"
3990,"MILD"
3991,"MILD"
3992,"MILD"
3993,"MILD"
3994,"MILD"
3995,"MILD"
3996,"MILD"
3997,"MILD"
3998,"MILD"
3999,"MILD"
4000,"MILD"
4001,"MILD"
4002,"MILD"
4003,"MILD"
4004,"MILD"
4005,"MILD"
4006,"MILD"
4007,"MILD"
4008,"MILD"
4009,"MILD"
4010,"MILD"
4011,"MILD"
4012,"MILD"
4013,"MILD"
4014,"MILD"
4015,"MILD"
4016,"MILD"
4017,"MILD"
4018,"MILD"
4019,"MILD"
4020,"MILD"
4021,"MILD"
4022,"MILD"
4023,"MILD"
4024,"MILD"
4025,"MILD"
4026,"MILD"
4027,"MILD"
4028,"MILD"
4029,"MILD"
4030,"MILD"
4031,"MILD"
4032,"MILD"
4033,"MILD"
4034,"MILD"
4035,"MILD"
4036,"MILD"
4037,"MILD"
4038,"MILD"
4039,"MILD"
4040,"MILD"
4041,"MILD"
4042,"MILD"
4043,"MILD"
4044,"MILD"
4045,"MILD"
4046,"MILD"
4047,"MILD"
4048,"MILD"
4049,"MILD"
4050,"MILD"
4051,"MILD"
4052,"MILD"
4053,"MILD"
4054,"MILD"
4055,"MILD"
4056,"MILD"
4057,"MILD"
4058,"MILD"
4059,"MILD"
4060,"MILD"
4061,"MILD"
4062,"SEVERE"
4063,"MILD"
4064,"MILD"
4065,"MILD"
4066,"MILD"
4067,"MILD"
4068,"MILD"
4069,"MILD"
4070,"MILD"
4071,"SEVERE"
4072,"SEVERE"
4073,"MILD"
4074,"MILD"
4075,"MILD"
4076,"MILD"
4077,"MILD"
4078,"MILD"
4079,"MILD"
4080,"MILD"
4081,"MILD"
4082,"MILD"
4083,"SEVERE"
4084,"MILD"
4085,"MILD"
4086,"MILD"
4087,"MILD"
4088,"MILD"
4089,"MILD"
4090,"MILD"
4091,"MILD"
4092,"MILD"
4093,"MILD"
4094,"MILD"
4095,"MILD"
4096,"MILD"
4097,"MILD"
4098,"MILD"
4099,"MILD"
4100,"MILD"
4101,"MILD"
4102,"MILD"
4103,"MILD"
4104,"MILD"
4105,"SEVERE"
4106,"SEVERE"
4107,"MILD"
4108,"MILD"
4109,"MILD"
4110,"MILD"
4111,"MILD"
4112,"MILD"
4113,"MILD"
4114,"MILD"
4115,"MILD"
4116,"MILD"
4117,"MILD"
4118,"MILD"
4119,"MILD"
4120,"MILD"
4121,"MILD"
4122,"MILD"
4123,"MILD"
4124,"MILD"
4125,"MILD"
4126,"MILD"
4127,"MILD"
4128,"MILD"
4129,"MILD"
4130,"MILD"
4131,"MILD"
4132,"MILD"
4133,"MILD"
4134,"MILD"
4135,"MILD"
4136,"MILD"
4137,"MILD"
4138,"MILD"
4139,"MILD"
4140,"MILD"
4141,"MILD"
4142,"MILD"
4143,"MILD"
4144,"MILD"
4145,"MILD"
4146,"MILD"
4147,"MILD"
4148,"MILD"
4149,"MILD"
4150,"MILD"
4151,"MILD"
4152,"MILD"
4153,"MILD"
4154,"MILD"
4155,"MILD"
4156,"MILD"
4157,"MILD"
4158,"MILD"
4159,"MILD"
4160,"MILD"
4161,"MILD"
4162,"MILD"
4163,"MILD"
4164,"MILD"
4165,"MILD"
4166,"MILD"
4167,"MILD"
4168,"MILD"
4169,"MILD"
4170,"MILD"
4171,"MILD"
4172,"MILD"
4173,"MILD"
4174,"MILD"
4175,"MILD"
4176,"MILD"
4177,"MILD"
4178,"MILD"
4179,"MILD"
4180,"MILD"
4181,"SEVERE"
4182,"SEVERE"
4183,"MILD"
4184,"MILD"
4185,"MILD"
4186,"MILD"
4187,"MILD"
4188,"MILD"
4189,"MILD"
4190,"MILD"
4191,"MILD"
4192,"MILD"
4193,"MILD"
4194,"MILD"
4195,"MILD"
4196,"MILD"
4197,"MILD"
4198,"MILD"
4199,"MILD"
4200,"MILD"
4201,"MILD"
4202,"MILD"
4203,"MILD"
4204,"MILD"
4205,"MILD"
4206,"MILD"
4207,"MILD"
4208,"MILD"
4209,"MILD"
4210,"SEVERE"
4211,"MILD"
4212,"MILD"
4213,"MILD"
4214,"MILD"
4215,"MILD"
4216,"MILD"
4217,"MILD"
4218,"MILD"
4219,"SEVERE"
4220,"MILD"
4221,"MILD"
4222,"MILD"
4223,"MILD"
4224,"MILD"
4225,"MILD"
4226,"MILD"
4227,"MILD"
4228,"MILD"
4229,"MILD"
4230,"MILD"
4231,"MILD"
4232,"MILD"
4233,"MILD"
4234,"MILD"
4235,"MILD"
4236,"MILD"
4237,"MILD"
4238,"MILD"
4239,"MILD"
4240,"MILD"
4241,"MILD"
4242,"MILD"
4243,"MILD"
4244,"MILD"
4245,"MILD"
4246,"MILD"
4247,"MILD"
4248,"MILD"
4249,"MILD"
4250,"MILD"
4251,"MILD"
4252,"MILD"
4253,"MILD"
4254,"SEVERE"
4255,"MILD"
4256,"MILD"
4257,"MILD"
4258,"MILD"
4259,"MILD"
4260,"MILD"
4261,"MILD"
4262,"MILD"
4263,"MILD"
4264,"MILD"
4265,"MILD"
4266,"MILD"
4267,"MILD"
4268,"MILD"
4269,"MILD"
4270,"MILD"
4271,"MILD"
4272,"MILD"
4273,"MILD"
4274,"MILD"
4275,"MILD"
4276,"MILD"
4277,"MILD"
4278,"MILD"
4279,"MILD"
4280,"MILD"
4281,"MILD"
4282,"MILD"
4283,"MILD"
4284,"MILD"
4285,"MILD"
4286,"MILD"
4287,"MILD"
4288,"MILD"
4289,"MILD"
4290,"MILD"
4291,"MILD"
4292,"MILD"
4293,"MILD"
4294,"MILD"
4295,"MILD"
4296,"MILD"
4297,"MILD"
4298,"MILD"
4299,"MILD"
4300,"MILD"
4301,"MILD"
4302,"MILD"
4303,"MILD"
4304,"MILD"
4305,"MILD"
4306,"MILD"
4307,"MILD"
4308,"MILD"
4309,"MILD"
4310,"MILD"
4311,"MILD"
4312,"MILD"
4313,"MILD"
4314,"MILD"
4315,"MILD"
4316,"MILD"
4317,"MILD"
4318,"MILD"
4319,"MILD"
4320,"SEVERE"
4321,"MILD"
4322,"MILD"
4323,"MILD"
4324,"MILD"
4325,"MILD"
4326,"MILD"
4327,"MILD"
4328,"MILD"
4329,"MILD"
4330,"MILD"
4331,"MILD"
4332,"MILD"
4333,"MILD"
4334,"MILD"
4335,"MILD"
4336,"MILD"
4337,"MILD"
4338,"MILD"
4339,"MILD"
4340,"MILD"
4341,"MILD"
4342,"MILD"
4343,"MILD"
4344,"MILD"
4345,"MILD"
4346,"MILD"
4347,"MILD"
4348,"MILD"
4349,"MILD"
4350,"MILD"
4351,"MILD"
4352,"MILD"
4353,"MILD"
4354,"MILD"
4355,"MILD"
4356,"MILD"
4357,"MILD"
4358,"SEVERE"
4359,"MILD"
4360,"MILD"
4361,"MILD"
4362,"MILD"
4363,"MILD"
4364,"MILD"
4365,"MILD"
4366,"MILD"
4367,"MILD"
4368,"MILD"
4369,"MILD"
4370,"MILD"
4371,"MILD"
4372,"MILD"
4373,"MILD"
4374,"MILD"
4375,"MILD"
4376,"MILD"
4377,"MILD"
4378,"MILD"
4379,"MILD"
4380,"MILD"
4381,"MILD"
4382,"MILD"
4383,"MILD"
4384,"MILD"
4385,"MILD"
4386,"MILD"
4387,"MILD"
4388,"MILD"
4389,"MILD"
4390,"MILD"
4391,"MILD"
4392,"MILD"
4393,"MILD"
4394,"MILD"
4395,"MILD"
4396,"MILD"
4397,"MILD"
4398,"MILD"
4399,"MILD"
4400,"MILD"
4401,"SEVERE"
4402,"MILD"
4403,"MILD"
4404,"MILD"
4405,"MILD"
4406,"MILD"
4407,"MILD"
4408,"SEVERE"
4409,"SEVERE"
4410,"MILD"
4411,"MILD"
4412,"MILD"
4413,"MILD"
4414,"SEVERE"
4415,"MILD"
4416,"MILD"
4417,"MILD"
4418,"MILD"
4419,"MILD"
4420,"MILD"
4421,"MILD"
4422,"MILD"
4423,"MILD"
4424,"MILD"
4425,"MILD"
4426,"MILD"
4427,"MILD"
4428,"MILD"
4429,"SEVERE"
4430,"MILD"
4431,"MILD"
4432,"MILD"
4433,"MILD"
4434,"MILD"
4435,"SEVERE"
4436,"MILD"
4437,"MILD"
4438,"MILD"
4439,"SEVERE"
4440,"MILD"
4441,"MILD"
4442,"SEVERE"
4443,"MILD"
4444,"MILD"
4445,"MILD"
4446,"MILD"
4447,"MILD"
4448,"MILD"
4449,"MILD"
4450,"MILD"
4451,"MILD"
4452,"MILD"
4453,"MILD"
4454,"MILD"
4455,"MILD"
4456,"SEVERE"
4457,"MILD"
4458,"MILD"
4459,"MILD"
4460,"MILD"
4461,"MILD"
4462,"MILD"
4463,"MILD"
4464,"MILD"
4465,"MILD"
4466,"MILD"
4467,"MILD"
4468,"MILD"
4469,"MILD"
4470,"MILD"
4471,"MILD"
4472,"MILD"
4473,"MILD"
4474,"MILD"
4475,"MILD"
4476,"MILD"
4477,"MILD"
4478,"MILD"
4479,"MILD"
4480,"MILD"
4481,"MILD"
4482,"MILD"
4483,"MILD"
4484,"MILD"
4485,"MILD"
4486,"MILD"
4487,"MILD"
4488,"MILD"
4489,"MILD"
4490,"MILD"
4491,"MILD"
4492,"MILD"
4493,"MILD"
4494,"MILD"
4495,"MILD"
4496,"MILD"
4497,"MILD"
4498,"MILD"
4499,"MILD"
4500,"MILD"
4501,"MILD"
4502,"SEVERE"
4503,"MILD"
4504,"MILD"
4505,"MILD"
4506,"MILD"
4507,"MILD"
4508,"MILD"
4509,"MILD"
4510,"MILD"
4511,"MILD"
4512,"MILD"
4513,"MILD"
4514,"MILD"
4515,"MILD"
4516,"MILD"
4517,"MILD"
4518,"MILD"
4519,"MILD"
4520,"MILD"
4521,"MILD"
4522,"MILD"
4523,"MILD"
4524,"MILD"
4525,"MILD"
4526,"SEVERE"
4527,"MILD"
4528,"MILD"
4529,"MILD"
4530,"MILD"
4531,"MILD"
4532,"MILD"
4533,"MILD"
4534,"MILD"
4535,"MILD"
4536,"MILD"
4537,"MILD"
4538,"MILD"
4539,"MILD"
4540,"MILD"
4541,"MILD"
4542,"SEVERE"
4543,"MILD"
4544,"MILD"
4545,"MILD"
4546,"MILD"
4547,"MILD"
4548,"MILD"
4549,"MILD"
4550,"MILD"
4551,"MILD"
4552,"MILD"
4553,"MILD"
4554,"MILD"
4555,"MILD"
4556,"MILD"
4557,"SEVERE"
4558,"MILD"
4559,"MILD"
4560,"MILD"
4561,"MILD"
4562,"MILD"
4563,"MILD"
4564,"MILD"
4565,"MILD"
4566,"MILD"
4567,"MILD"
4568,"MILD"
4569,"MILD"
4570,"MILD"
4571,"SEVERE"
4572,"MILD"
4573,"MILD"
4574,"MILD"
4575,"MILD"
4576,"MILD"
4577,"SEVERE"
4578,"MILD"
4579,"MILD"
4580,"MILD"
4581,"MILD"
4582,"MILD"
4583,"MILD"
4584,"MILD"
4585,"MILD"
4586,"MILD"
4587,"MILD"
4588,"MILD"
4589,"MILD"
4590,"MILD"
4591,"MILD"
4592,"MILD"
4593,"MILD"
4594,"MILD"
4595,"MILD"
4596,"MILD"
4597,"MILD"
4598,"MILD"
4599,"MILD"
4600,"MILD"
4601,"MILD"
4602,"MILD"
4603,"MILD"
4604,"MILD"
4605,"SEVERE"
4606,"MILD"
4607,"MILD"
4608,"MILD"
4609,"MILD"
4610,"MILD"
4611,"MILD"
4612,"MILD"
4613,"MILD"
4614,"MILD"
4615,"MILD"
4616,"MILD"
4617,"MILD"
4618,"MILD"
4619,"MILD"
4620,"MILD"
4621,"MILD"
4622,"SEVERE"
4623,"MILD"
4624,"MILD"
4625,"MILD"
4626,"MILD"
4627,"MILD"
4628,"SEVERE"
4629,"MILD"
4630,"MILD"
4631,"MILD"
4632,"MILD"
4633,"MILD"
4634,"MILD"
4635,"MILD"
4636,"MILD"
4637,"MILD"
4638,"MILD"
4639,"MILD"
4640,"MILD"
4641,"SEVERE"
4642,"MILD"
4643,"MILD"
4644,"MILD"
4645,"MILD"
4646,"MILD"
4647,"MILD"
4648,"MILD"
4649,"MILD"
4650,"MILD"
4651,"MILD"
4652,"MILD"
4653,"MILD"
4654,"MILD"
4655,"SEVERE"
4656,"MILD"
4657,"MILD"
4658,"MILD"
4659,"MILD"
4660,"MILD"
4661,"MILD"
4662,"MILD"
4663,"MILD"
4664,"MILD"
4665,"MILD"
4666,"MILD"
4667,"MILD"
4668,"MILD"
4669,"MILD"
4670,"MILD"
4671,"MILD"
4672,"MILD"
4673,"MILD"
4674,"MILD"
4675,"MILD"
4676,"MILD"
4677,"MILD"
4678,"MILD"
4679,"MILD"
4680,"MILD"
4681,"MILD"
4682,"MILD"
4683,"MILD"
4684,"MILD"
4685,"MILD"
4686,"MILD"
4687,"MILD"
4688,"MILD"
4689,"MILD"
4690,"MILD"
4691,"MILD"
4692,"MILD"
4693,"MILD"
4694,"MILD"
4695,"MILD"
4696,"MILD"
4697,"MILD"
4698,"MILD"
4699,"MILD"
4700,"MILD"
4701,"MILD"
4702,"MILD"
4703,"MILD"
4704,"MILD"
4705,"MILD"
4706,"MILD"
4707,"MILD"
4708,"MILD"
4709,"MILD"
4710,"MILD"
4711,"MILD"
4712,"MILD"
4713,"MILD"
4714,"MILD"
4715,"MILD"
4716,"MILD"
4717,"MILD"
4718,"MILD"
4719,"MILD"
4720,"MILD"
4721,"MILD"
4722,"MILD"
4723,"MILD"
4724,"MILD"
4725,"MILD"
4726,"MILD"
4727,"MILD"
4728,"MILD"
4729,"MILD"
4730,"MILD"
4731,"MILD"
4732,"MILD"
4733,"MILD"
4734,"MILD"
4735,"MILD"
4736,"MILD"
4737,"MILD"
4738,"MILD"
4739,"MILD"
4740,"MILD"
4741,"MILD"
4742,"MILD"
4743,"SEVERE"
4744,"MILD"
4745,"MILD"
4746,"MILD"
4747,"MILD"
4748,"MILD"
4749,"MILD"
4750,"MILD"
4751,"MILD"
4752,"MILD"
4753,"MILD"
4754,"SEVERE"
4755,"MILD"
4756,"MILD"
4757,"MILD"
4758,"MILD"
4759,"MILD"
4760,"MILD"
4761,"MILD"
4762,"MILD"
4763,"SEVERE"
4764,"MILD"
4765,"MILD"
4766,"MILD"
4767,"MILD"
4768,"MILD"
4769,"MILD"
4770,"MILD"
4771,"MILD"
4772,"MILD"
4773,"MILD"
4774,"MILD"
4775,"MILD"
4776,"MILD"
4777,"MILD"
4778,"MILD"
4779,"MILD"
4780,"MILD"
4781,"MILD"
4782,"MILD"
4783,"MILD"
4784,"MILD"
4785,"MILD"
4786,"MILD"
4787,"SEVERE"
4788,"MILD"
4789,"MILD"
4790,"MILD"
4791,"MILD"
4792,"MILD"
4793,"MILD"
4794,"MILD"
4795,"MILD"
4796,"MILD"
4797,"MILD"
4798,"MILD"
4799,"MILD"
4800,"MILD"
4801,"MILD"
4802,"MILD"
4803,"MILD"
4804,"MILD"
4805,"MILD"
4806,"MILD"
4807,"MILD"
4808,"MILD"
4809,"MILD"
4810,"MILD"
4811,"MILD"
4812,"MILD"
4813,"MILD"
4814,"MILD"
4815,"MILD"
4816,"MILD"
4817,"MILD"
4818,"MILD"
4819,"MILD"
4820,"MILD"
4821,"MILD"
4822,"MILD"
4823,"MILD"
4824,"MILD"
4825,"MILD"
4826,"MILD"
4827,"MILD"
4828,"MILD"
4829,"MILD"
4830,"MILD"
4831,"MILD"
4832,"MILD"
4833,"SEVERE"
4834,"MILD"
4835,"MILD"
4836,"MILD"
4837,"MILD"
4838,"MILD"
4839,"MILD"
4840,"MILD"
4841,"MILD"
4842,"MILD"
4843,"MILD"
4844,"MILD"
4845,"MILD"
4846,"MILD"
4847,"MILD"
4848,"MILD"
4849,"MILD"
4850,"MILD"
4851,"MILD"
4852,"MILD"
4853,"MILD"
4854,"MILD"
4855,"MILD"
4856,"MILD"
4857,"MILD"
4858,"MILD"
4859,"SEVERE"
4860,"MILD"
4861,"MILD"
4862,"MILD"
4863,"MILD"
4864,"MILD"
4865,"MILD"
4866,"MILD"
4867,"MILD"
4868,"MILD"
4869,"MILD"
4870,"MILD"
4871,"MILD"
4872,"MILD"
4873,"MILD"
4874,"MILD"
4875,"MILD"
4876,"MILD"
4877,"MILD"
4878,"MILD"
4879,"MILD"
4880,"MILD"
4881,"MILD"
4882,"MILD"
4883,"MILD"
4884,"MILD"
4885,"MILD"
4886,"MILD"
4887,"MILD"
4888,"MILD"
4889,"MILD"
4890,"MILD"
4891,"MILD"
4892,"MILD"
4893,"MILD"
4894,"MILD"
4895,"MILD"
4896,"MILD"
4897,"MILD"
4898,"MILD"
4899,"MILD"
4900,"MILD"
4901,"MILD"
4902,"MILD"
4903,"SEVERE"
4904,"MILD"
4905,"MILD"
4906,"MILD"
4907,"MILD"
4908,"MILD"
4909,"MILD"
4910,"MILD"
4911,"MILD"
4912,"MILD"
4913,"MILD"
4914,"MILD"
4915,"MILD"
4916,"MILD"
4917,"MILD"
4918,"MILD"
4919,"MILD"
4920,"MILD"
4921,"MILD"
4922,"MILD"
4923,"MILD"
4924,"MILD"
4925,"MILD"
4926,"MILD"
4927,"MILD"
4928,"MILD"
4929,"MILD"
4930,"MILD"
4931,"MILD"
4932,"MILD"
4933,"MILD"
4934,"MILD"
4935,"MILD"
4936,"MILD"
4937,"MILD"
4938,"MILD"
4939,"MILD"
4940,"MILD"
4941,"MILD"
4942,"MILD"
4943,"MILD"
4944,"MILD"
4945,"SEVERE"
4946,"MILD"
4947,"MILD"
4948,"MILD"
4949,"MILD"
4950,"MILD"
4951,"MILD"
4952,"MILD"
4953,"MILD"
4954,"MILD"
4955,"MILD"
4956,"MILD"
4957,"MILD"
4958,"MILD"
4959,"MILD"
4960,"MILD"
4961,"MILD"
4962,"MILD"
4963,"MILD"
4964,"MILD"
4965,"MILD"
4966,"MILD"
4967,"SEVERE"
4968,"MILD"
4969,"MILD"
4970,"MILD"
4971,"MILD"
4972,"MILD"
4973,"MILD"
4974,"MILD"
4975,"MILD"
4976,"MILD"
4977,"MILD"
4978,"MILD"
4979,"MILD"
4980,"MILD"
4981,"MILD"
4982,"MILD"
4983,"MILD"
4984,"MILD"
4985,"MILD"
4986,"MILD"
4987,"MILD"
4988,"MILD"
4989,"MILD"
4990,"MILD"
4991,"MILD"
4992,"MILD"
4993,"MILD"
4994,"MILD"
4995,"MILD"
4996,"MILD"
4997,"MILD"
4998,"SEVERE"
4999,"MILD"
5000,"MILD"
5001,"MILD"
5002,"MILD"
5003,"MILD"
5004,"MILD"
5005,"MILD"
5006,"MILD"
5007,"MILD"
5008,"MILD"
5009,"MILD"
5010,"MILD"
5011,"MILD"
5012,"MILD"
5013,"MILD"
5014,"MILD"
5015,"MILD"
5016,"MILD"
5017,"MILD"
5018,"MILD"
5019,"MILD"
5020,"MILD"
5021,"MILD"
5022,"MILD"
5023,"MILD"
5024,"MILD"
5025,"MILD"
5026,"MILD"
5027,"SEVERE"
5028,"MILD"
5029,"SEVERE"
5030,"MILD"
5031,"MILD"
5032,"MILD"
5033,"MILD"
5034,"MILD"
5035,"MILD"
5036,"MILD"
5037,"SEVERE"
5038,"MILD"
5039,"MILD"
5040,"MILD"
5041,"MILD"
5042,"MILD"
5043,"MILD"
5044,"MILD"
5045,"MILD"
5046,"MILD"
5047,"MILD"
5048,"SEVERE"
5049,"MILD"
5050,"MILD"
5051,"MILD"
5052,"MILD"
5053,"MILD"
5054,"MILD"
5055,"MILD"
5056,"MILD"
5057,"MILD"
5058,"MILD"
5059,"MILD"
5060,"MILD"
5061,"MILD"
5062,"MILD"
5063,"MILD"
5064,"MILD"
5065,"MILD"
5066,"MILD"
5067,"MILD"
5068,"MILD"
5069,"MILD"
5070,"MILD"
5071,"MILD"
5072,"MILD"
5073,"MILD"
5074,"MILD"
5075,"MILD"
5076,"MILD"
5077,"MILD"
5078,"MILD"
5079,"MILD"
5080,"MILD"
5081,"MILD"
5082,"MILD"
5083,"MILD"
5084,"MILD"
5085,"MILD"
5086,"MILD"
5087,"MILD"
5088,"MILD"
5089,"MILD"
5090,"MILD"
5091,"MILD"
5092,"MILD"
5093,"MILD"
5094,"MILD"
5095,"MILD"
5096,"MILD"
5097,"SEVERE"
5098,"MILD"
5099,"MILD"
5100,"MILD"
5101,"MILD"
5102,"MILD"
5103,"MILD"
5104,"MILD"
5105,"MILD"
5106,"MILD"
5107,"MILD"
5108,"MILD"
5109,"MILD"
5110,"MILD"
5111,"MILD"
5112,"MILD"
5113,"MILD"
5114,"MILD"
5115,"MILD"
5116,"MILD"
5117,"MILD"
5118,"MILD"
5119,"MILD"
5120,"MILD"
5121,"SEVERE"
5122,"MILD"
5123,"MILD"
5124,"MILD"
5125,"MILD"
5126,"MILD"
5127,"MILD"
5128,"MILD"
5129,"MILD"
5130,"SEVERE"
5131,"MILD"
5132,"MILD"
5133,"MILD"
5134,"MILD"
5135,"MILD"
5136,"MILD"
5137,"MILD"
5138,"MILD"
5139,"MILD"
5140,"MILD"
5141,"MILD"
5142,"MILD"
5143,"MILD"
5144,"MILD"
5145,"MILD"
5146,"MILD"
5147,"SEVERE"
5148,"MILD"
5149,"MILD"
5150,"MILD"
5151,"MILD"
5152,"MILD"
5153,"MILD"
5154,"MILD"
5155,"MILD"
5156,"MILD"
5157,"MILD"
5158,"MILD"
5159,"MILD"
5160,"MILD"
5161,"MILD"
5162,"MILD"
5163,"MILD"
5164,"SEVERE"
5165,"MILD"
5166,"MILD"
5167,"MILD"
5168,"MILD"
5169,"SEVERE"
5170,"MILD"
5171,"MILD"
5172,"MILD"
5173,"MILD"
5174,"MILD"
5175,"MILD"
5176,"MILD"
5177,"MILD"
5178,"MILD"
5179,"MILD"
5180,"MILD"
5181,"MILD"
5182,"MILD"
5183,"MILD"
5184,"MILD"
5185,"MILD"
5186,"MILD"
5187,"MILD"
5188,"MILD"
5189,"MILD"
5190,"MILD"
5191,"MILD"
5192,"MILD"
5193,"MILD"
5194,"MILD"
5195,"MILD"
5196,"MILD"
5197,"MILD"
5198,"MILD"
5199,"MILD"
5200,"MILD"
5201,"MILD"
5202,"MILD"
5203,"MILD"
5204,"MILD"
5205,"MILD"
5206,"MILD"
5207,"MILD"
5208,"MILD"
5209,"MILD"
5210,"MILD"
5211,"MILD"
5212,"MILD"
5213,"SEVERE"
5214,"MILD"
5215,"MILD"
5216,"MILD"
5217,"MILD"
5218,"MILD"
5219,"MILD"
5220,"MILD"
5221,"MILD"
5222,"MILD"
5223,"MILD"
5224,"SEVERE"
5225,"MILD"
5226,"MILD"
5227,"MILD"
5228,"MILD"
5229,"MILD"
5230,"MILD"
5231,"MILD"
5232,"MILD"
5233,"MILD"
5234,"MILD"
5235,"MILD"
5236,"MILD"
5237,"MILD"
5238,"MILD"
5239,"MILD"
5240,"MILD"
5241,"MILD"
5242,"MILD"
5243,"MILD"
5244,"MILD"
5245,"MILD"
5246,"SEVERE"
5247,"MILD"
5248,"MILD"
5249,"MILD"
5250,"MILD"
5251,"MILD"
5252,"MILD"
5253,"MILD"
5254,"MILD"
5255,"MILD"
5256,"MILD"
5257,"MILD"
5258,"MILD"
5259,"MILD"
5260,"MILD"
5261,"MILD"
5262,"MILD"
5263,"MILD"
5264,"MILD"
5265,"MILD"
5266,"MILD"
5267,"MILD"
5268,"MILD"
5269,"MILD"
5270,"MILD"
5271,"MILD"
5272,"MILD"
5273,"MILD"
5274,"MILD"
5275,"MILD"
5276,"MILD"
5277,"MILD"
5278,"MILD"
5279,"MILD"
5280,"MILD"
5281,"MILD"
5282,"MILD"
5283,"MILD"
5284,"MILD"
5285,"MILD"
5286,"MILD"
5287,"MILD"
5288,"MILD"
5289,"MILD"
5290,"MILD"
5291,"MILD"
5292,"MILD"
5293,"MILD"
5294,"MILD"
5295,"MILD"
5296,"MILD"
5297,"MILD"
5298,"MILD"
5299,"SEVERE"
5300,"MILD"
5301,"MILD"
5302,"MILD"
5303,"MILD"
5304,"MILD"
5305,"MILD"
5306,"MILD"
5307,"MILD"
5308,"MILD"
5309,"MILD"
5310,"MILD"
5311,"MILD"
5312,"MILD"
5313,"MILD"
5314,"MILD"
5315,"MILD"
5316,"MILD"
5317,"MILD"
5318,"MILD"
5319,"MILD"
5320,"MILD"
5321,"MILD"
5322,"MILD"
5323,"MILD"
5324,"MILD"
5325,"SEVERE"
5326,"MILD"
5327,"MILD"
5328,"MILD"
5329,"MILD"
5330,"MILD"
5331,"MILD"
5332,"MILD"
5333,"MILD"
5334,"MILD"
5335,"MILD"
5336,"MILD"
5337,"MILD"
5338,"MILD"
5339,"MILD"
5340,"MILD"
5341,"MILD"
5342,"MILD"
5343,"MILD"
5344,"MILD"
5345,"MILD"
5346,"MILD"
5347,"MILD"
5348,"MILD"
5349,"SEVERE"
5350,"SEVERE"
5351,"SEVERE"
5352,"MILD"
5353,"MILD"
5354,"MILD"
5355,"MILD"
5356,"MILD"
5357,"MILD"
5358,"MILD"
5359,"MILD"
5360,"MILD"
5361,"MILD"
5362,"MILD"
5363,"MILD"
5364,"MILD"
5365,"MILD"
5366,"MILD"
5367,"MILD"
5368,"MILD"
5369,"MILD"
5370,"MILD"
5371,"MILD"
5372,"MILD"
5373,"MILD"
5374,"MILD"
5375,"MILD"
5376,"MILD"
5377,"MILD"
5378,"MILD"
5379,"MILD"
5380,"MILD"
5381,"MILD"
5382,"MILD"
5383,"MILD"
5384,"MILD"
5385,"MILD"
5386,"MILD"
5387,"MILD"
5388,"MILD"
5389,"MILD"
5390,"MILD"
5391,"MILD"
5392,"MILD"
5393,"MILD"
5394,"MILD"
5395,"MILD"
5396,"MILD"
5397,"MILD"
5398,"MILD"
5399,"SEVERE"
5400,"MILD"
5401,"MILD"
5402,"MILD"
5403,"MILD"
5404,"MILD"
5405,"MILD"
5406,"MILD"
5407,"MILD"
5408,"MILD"
5409,"MILD"
5410,"MILD"
5411,"MILD"
5412,"MILD"
5413,"MILD"
5414,"MILD"
5415,"MILD"
5416,"MILD"
5417,"MILD"
5418,"MILD"
5419,"MILD"
5420,"MILD"
5421,"MILD"
5422,"MILD"
5423,"SEVERE"
5424,"MILD"
5425,"MILD"
5426,"MILD"
5427,"MILD"
5428,"MILD"
5429,"MILD"
5430,"MILD"
5431,"MILD"
5432,"MILD"
5433,"MILD"
5434,"MILD"
5435,"MILD"
5436,"MILD"
5437,"MILD"
5438,"MILD"
5439,"MILD"
5440,"MILD"
5441,"MILD"
5442,"MILD"
5443,"MILD"
5444,"MILD"
5445,"MILD"
5446,"MILD"
5447,"MILD"
5448,"SEVERE"
5449,"MILD"
5450,"MILD"
5451,"MILD"
5452,"MILD"
5453,"MILD"
5454,"MILD"
5455,"MILD"
5456,"MILD"
5457,"MILD"
5458,"MILD"
5459,"MILD"
5460,"MILD"
5461,"MILD"
5462,"MILD"
5463,"MILD"
5464,"MILD"
5465,"MILD"
5466,"MILD"
5467,"MILD"
5468,"MILD"
5469,"MILD"
5470,"MILD"
5471,"MILD"
5472,"MILD"
5473,"MILD"
5474,"MILD"
5475,"MILD"
5476,"MILD"
5477,"MILD"
5478,"SEVERE"
5479,"MILD"
5480,"MILD"
5481,"MILD"
5482,"MILD"
5483,"MILD"
5484,"MILD"
5485,"SEVERE"
5486,"MILD"
5487,"MILD"
5488,"MILD"
5489,"MILD"
